Price_Record_ID,Vendor_ID,Vendor_Name,Paper_Type,Paper_Grade,Brand,GSM,Finish,Color,Sheet_Size_Name (in),SQ. METER,Price_Per_Sheet,Price_Per_Kg,Price_Per_Ream,Sheets_Per_Ream,Stock_Status,MOQ (Sheets),PKT.,Active,,,,
PP249,VEN003,Krishna Vanijya Pvt. Ltd.,SBS(CS1),PRE GUMMING SHEET,STIKR,,Paper,White,18*23,414,6.8,,3400,500.0,1 Day,1.0,100.0,Yes,,,,
PP250,VEN003,Krishna Vanijya Pvt. Ltd.,SBS(CS1),PRE GUMMING SHEET,STIKR,,Paper,White,18*24,432,7.15,,3575,500.0,1 Day,1.0,100.0,Yes,,,,
PP251,VEN003,Krishna Vanijya Pvt. Ltd.,SBS(CS1),PRE GUMMING SHEET,STIKR,,Paper,White,18*25,450,7.55,,3775,500.0,1 Day,1.0,100.0,Yes,,,,
PP252,VEN003,Krishna Vanijya Pvt. Ltd.,SBS(CS1),PRE GUMMING SHEET,STIKR,,Paper,White,20*30,600,9.8,,4900,500.0,1 Day,1.0,100.0,Yes,,,,
PP253,VEN003,Krishna Vanijya Pvt. Ltd.,SBS(CS1),PRE GUMMING SHEET(DIGITAL ART),STIKR,,Paper,White,12*18,216,4.15,,2075,500.0,1 Day,1.0,100.0,Yes,,,,
PP254,VEN003,Krishna Vanijya Pvt. Ltd.,SBS(CS1),PRE GUMMING SHEET(DIGITAL ART),STIKR,,Paper,White,13*19,247,4.75,,2375,500.0,1 Day,1.0,100.0,Yes,,,,
PP255,VEN003,Krishna Vanijya Pvt. Ltd.,SBS(CS1),PREGUMMING SHEET(DIGITAL HI BULK),STIKR,,Paper,White,12*18,216,4.7,,2350,500.0,1 Day,1.0,100.0,Yes,,,,
PP256,VEN003,Krishna Vanijya Pvt. Ltd.,SBS(CS1),PREGUMMING SHEET(DIGITAL HI BULK),STIKR,,Paper,White,13*19,247,5.4,,2700,500.0,1 Day,1.0,100.0,Yes,,,,
PP257,VEN003,Krishna Vanijya Pvt. Ltd.,SBS(CS1),ITC HIZINE,ITC,120.0,Paper,White,25*36,900,8.64,80.0,4320,500.0,1 Day,1.0,250.0,Yes,,,,
PP258,VEN004,RNG PAPER,Coated Paper (C2S),ART PAPER,HANSOLE,80.0,Paper,White,20*30,600,4.08,85.0,2040,500.0,1 Day,1.0,500.0,Yes,,,,
PP259,VEN004,RNG PAPER,Coated Paper (C2S),ART PAPER,HANSOLE,80.0,Paper,White,23*36,828,5.6304,85.0,2815.2,500.0,1 Day,1.0,500.0,Yes,,,,
PP260,VEN004,RNG PAPER,Coated Paper (C2S),ART PAPER,HANSOLE,80.0,Paper,White,25*36,900,6.12,85.0,3060,500.0,1 Day,1.0,500.0,Yes,,,,
PP261,VEN004,RNG PAPER,Coated Paper (C2S),ART PAPER,HANSOLE,90.0,Paper,White,20*30,600,4.482,83.0,2241,500.0,1 Day,1.0,125.0,Yes,,,,
PP262,VEN004,RNG PAPER,Coated Paper (C2S),ART PAPER,HANSOLE,90.0,Paper,White,23*36,828,6.18516,83.0,3092.58,500.0,1 Day,1.0,125.0,Yes,,,,
PP263,VEN004,RNG PAPER,Coated Paper (C2S),ART PAPER,HANSOLE,90.0,Paper,White,25*36,900,6.723,83.0,3361.5,500.0,1 Day,1.0,125.0,Yes,,,,
PP264,VEN004,RNG PAPER,Coated Paper (C2S),ART PAPER,HANSOLE,100.0,Paper,White,20*30,600,4.8,80.0,2400,500.0,1 Day,1.0,250.0,Yes,,,,
PP265,VEN004,RNG PAPER,Coated Paper (C2S),ART PAPER,HANSOLE,100.0,Paper,White,23*36,828,6.624,80.0,3312,500.0,1 Day,1.0,250.0,Yes,,,,
PP266,VEN004,RNG PAPER,Coated Paper (C2S),ART PAPER,HANSOLE,100.0,Paper,White,22*32,704,5.632,80.0,2816,500.0,1 Day,1.0,250.0,Yes,,,,
PP267,VEN004,RNG PAPER,Coated Paper (C2S),ART PAPER,HANSOLE,120.0,Paper,White,25*36,900,8.64,80.0,4320,500.0,1 Day,1.0,250.0,Yes,,,,
PP268,VEN004,RNG PAPER,Coated Paper (C2S),ART PAPER,HANSOLE,120.0,Paper,White,23*36,828,7.9488,80.0,3974.4,500.0,1 Day,1.0,250.0,Yes,,,,
PP269,VEN004,RNG PAPER,Coated Paper (C2S),ART PAPER,HANSOLE,120.0,Paper,White,20*30,600,5.76,80.0,2880,500.0,1 Day,1.0,250.0,Yes,,,,
PP270,VEN004,RNG PAPER,Coated Paper (C2S),ART PAPER,HANSOLE,130.0,Paper,White,20*30,600,6.24,80.0,3120,500.0,1 Day,1.0,250.0,Yes,,,,
PP271,VEN004,RNG PAPER,Coated Paper (C2S),ART PAPER,HANSOLE,130.0,Paper,White,23*36,828,8.6112,80.0,4305.6,500.0,1 Day,1.0,250.0,Yes,,,,
PP272,VEN004,RNG PAPER,Coated Paper (C2S),ART PAPER,HANSOLE,130.0,Paper,White,25*36,900,9.36,80.0,4680,500.0,1 Day,1.0,250.0,Yes,,,,
PP273,VEN004,RNG PAPER,Coated Paper (C2S),ART PAPER,HANSOLE,130.0,Paper,White,22*32,704,7.3216,80.0,3660.8,500.0,1 Day,1.0,250.0,Yes,,,,
PP274,VEN004,RNG PAPER,Coated Paper (C2S),ART PAPER,HANSOLE,157.0,Paper,White,20*30,600,7.536,80.0,3768,500.0,1 Day,1.0,250.0,Yes,,,,
PP275,VEN004,RNG PAPER,Coated Paper (C2S),ART PAPER,HANSOLE,157.0,Paper,White,23*36,828,10.39968,80.0,5199.84,500.0,1 Day,1.0,250.0,Yes,,,,
PP276,VEN004,RNG PAPER,Coated Paper (C2S),ART PAPER,HANSOLE,157.0,Paper,White,25*36,900,11.304,80.0,5652,500.0,1 Day,1.0,250.0,Yes,,,,
PP277,VEN004,RNG PAPER,Coated Paper (C2S),ART PAPER,HANSOLE,170.0,Paper,White,25*36,900,12.24,80.0,6120,500.0,1 Day,1.0,250.0,Yes,,,,
PP278,VEN004,RNG PAPER,Coated Paper (C2S),ART PAPER,HANSOLE,170.0,Paper,White,23*36,828,11.2608,80.0,5630.4,500.0,1 Day,1.0,250.0,Yes,,,,
PP279,VEN004,RNG PAPER,Coated Paper (C2S),ART PAPER,HANSOLE,170.0,Paper,White,20*30,600,8.16,80.0,4080,500.0,1 Day,1.0,250.0,Yes,,,,
PP280,VEN004,RNG PAPER,Coated Paper (C2S),ART BOARD,HANSOLE,200.0,Paper,White,20*30,600,9.12,76.0,4560,500.0,1 Day,1.0,,Yes,,,,
PP281,VEN004,RNG PAPER,Coated Paper (C2S),ART BOARD,HANSOLE,200.0,Paper,White,23*36,828,12.5856,76.0,6292.8,500.0,1 Day,1.0,,Yes,,,,
PP282,VEN004,RNG PAPER,Coated Paper (C2S),ART BOARD,HANSOLE,200.0,Paper,White,25*36,900,13.68,76.0,6840,500.0,1 Day,1.0,,Yes,,,,
PP283,VEN004,RNG PAPER,Coated Paper (C2S),ART BOARD,HANSOLE,210.0,Paper,White,20*30,600,10.08,80.0,5040,500.0,1 Day,1.0,,Yes,,,,
PP284,VEN004,RNG PAPER,Coated Paper (C2S),ART BOARD,HANSOLE,210.0,Paper,White,22*28,616,10.3488,80.0,5174.4,500.0,1 Day,1.0,,Yes,,,,
PP285,VEN004,RNG PAPER,Coated Paper (C2S),ART BOARD,HANSOLE,210.0,Paper,White,23*36,828,13.9104,80.0,6955.2,500.0,1 Day,1.0,,Yes,,,,
PP286,VEN004,RNG PAPER,Coated Paper (C2S),ART BOARD,HANSOLE,210.0,Paper,White,25*36,900,15.12,80.0,7560,500.0,1 Day,1.0,,Yes,,,,
PP287,VEN004,RNG PAPER,Coated Paper (C2S),ART BOARD,HANSOLE,250.0,Paper,White,25*36,900,18,80.0,9000,500.0,1 Day,1.0,,Yes,,,,
PP288,VEN004,RNG PAPER,Coated Paper (C2S),ART BOARD,HANSOLE,250.0,Paper,White,23*36,828,16.56,80.0,8280,500.0,1 Day,1.0,,Yes,,,,
PP289,VEN004,RNG PAPER,Coated Paper (C2S),ART BOARD,HANSOLE,250.0,Paper,White,20*30,600,12,80.0,0.0,500.0,1 Day,1.0,,Yes,,,,
PP290,VEN004,RNG PAPER,Coated Paper (C2S),ART BOARD,HANSOLE,250.0,Paper,White,22*28,616,12.32,80.0,6160,500.0,1 Day,1.0,125.0,Yes,,,,
PP291,VEN004,RNG PAPER,Coated Paper (C2S),ART BOARD,LUXE,250.0,Paper,White,25*36,900,18.9,84.0,9450,500.0,1 Day,1.0,125.0,Yes,,,,
PP292,VEN004,RNG PAPER,Coated Paper (C2S),ART BOARD,LUXE,250.0,Paper,White,23*36,828,17.388,84.0,8694,500.0,1 Day,1.0,125.0,Yes,,,,
PP293,VEN004,RNG PAPER,Coated Paper (C2S),ART BOARD,LUXE,250.0,Paper,White,20*30,600,12.6,84.0,6300,500.0,1 Day,1.0,125.0,Yes,,,,
PP294,VEN004,RNG PAPER,Coated Paper (C2S),ART BOARD,LUXE,250.0,Paper,White,22*28,616,12.936,84.0,6468,500.0,1 Day,1.0,125.0,Yes,,,,
PP295,VEN004,RNG PAPER,Coated Paper (C2S),ART BOARD,HANSOLE,300.0,Paper,White,25*36,900,21.6,80.0,10800,500.0,1 Day,1.0,125.0,Yes,,,,
PP296,VEN004,RNG PAPER,Coated Paper (C2S),ART BOARD,HANSOLE,300.0,Paper,White,23*36,828,19.872,80.0,9936,500.0,1 Day,1.0,125.0,Yes,,,,
PP297,VEN004,RNG PAPER,Coated Paper (C2S),ART BOARD,HANSOLE,300.0,Paper,White,20*30,600,14.4,80.0,7200,500.0,1 Day,1.0,125.0,Yes,,,,
PP298,VEN004,RNG PAPER,Coated Paper (C2S),ART BOARD,HANSOLE,250.0,Paper,White,25*36,900,18,80.0,9000,500.0,1 Day,1.0,,Yes,,,,
PP299,VEN004,RNG PAPER,Coated Paper (C2S),ART BOARD,HANSOLE,250.0,Paper,White,23*36,828,16.56,80.0,8280,500.0,1 Day,1.0,,Yes,,,,
PP300,VEN004,RNG PAPER,Coated Paper (C2S),ART BOARD,HANSOLE,250.0,Paper,White,22*28,616,12.32,80.0,6160,500.0,1 Day,1.0,,Yes,,,,
PP301,VEN004,RNG PAPER,Coated Paper (C2S),ART BOARD,HANSOLE,300.0,Paper,White,25*36,900,21.6,80.0,10800,500.0,1 Day,1.0,,Yes,,,,
PP302,VEN004,RNG PAPER,Coated Paper (C2S),ART BOARD,HANSOLE,300.0,Paper,White,23*36,828,19.872,80.0,9936,500.0,1 Day,1.0,,Yes,,,,
PP303,VEN004,RNG PAPER,Coated Paper (C2S),ART BOARD,HANSOLE,300.0,Paper,White,22*28,616,14.784,80.0,7392,500.0,1 Day,1.0,,Yes,,,,
PP304,VEN004,RNG PAPER,Coated Paper (C2S),ART BOARD,HANSOLE,350.0,Paper,White,25*36,900,25.2,80.0,12600,500.0,1 Day,1.0,,Yes,,,,
PP305,VEN004,RNG PAPER,Coated Paper (C2S),ART BOARD,HANSOLE,350.0,Paper,White,23*36,828,23.184,80.0,11592,500.0,1 Day,1.0,,Yes,,,,
PP306,VEN004,RNG PAPER,Coated Paper (C2S),ART BOARD,HANSOLE,350.0,Paper,White,22*28,616,17.248,80.0,8624,500.0,1 Day,1.0,,Yes,,,,
PP307,VEN004,RNG PAPER,Uncoated,Maplitho,IKWOODFREE,54.0,Paper,White,20*30,600,2.5596,79.0,1279.8,500.0,1 Day,1.0,,Yes,,,,
PP308,VEN004,RNG PAPER,Uncoated,Maplitho,IKWOODFREE,54.0,Paper,White,23*36,828,3.532248,79.0,1766.124,500.0,1 Day,1.0,,Yes,,,,
PP309,VEN004,RNG PAPER,Uncoated,Maplitho,IKWOODFREE,54.0,Paper,White,25*36,900,3.8394,79.0,1919.7,500.0,1 Day,1.0,,Yes,,,,
PP310,VEN004,RNG PAPER,Uncoated,Maplitho,IKWOODFREE,70.0,Paper,White,20*30,600,3.318,79.0,1659,500.0,1 Day,1.0,500.0,Yes,,,,
PP311,VEN004,RNG PAPER,Uncoated,Maplitho,IKWOODFREE,70.0,Paper,White,25*36,900,4.977,79.0,0.0,500.0,1 Day,1.0,500.0,Yes,,,,
PP312,VEN004,RNG PAPER,Uncoated,Maplitho,IKWOODFREE,70.0,Paper,White,23*36,828,4.57884,79.0,0.0,500.0,1 Day,1.0,500.0,Yes,,,,
PP313,VEN004,RNG PAPER,Uncoated,Maplitho,IKWOODFREE,80.0,Paper,White,20*30,600,3.792,79.0,1896,500.0,1 Day,1.0,,Yes,,,,
PP314,VEN004,RNG PAPER,Uncoated,Maplitho,IKWOODFREE,80.0,Paper,White,25*36,900,5.688,79.0,2844,500.0,1 Day,1.0,,Yes,,,,
PP315,VEN004,RNG PAPER,Uncoated,Maplitho,IKWOODFREE,80.0,Paper,White,23*36,828,5.23296,79.0,2616.48,500.0,1 Day,1.0,,Yes,,,,
PP316,VEN004,RNG PAPER,Uncoated,Maplitho,IKWOODFREE,90.0,Paper,White,20*30,600,4.266,79.0,2133,500.0,1 Day,1.0,,Yes,,,,
PP317,VEN004,RNG PAPER,Uncoated,Maplitho,IKWOODFREE,90.0,Paper,White,25*36,900,6.399,79.0,3199.5,500.0,1 Day,1.0,,Yes,,,,
PP318,VEN004,RNG PAPER,Uncoated,Maplitho,IKWOODFREE,90.0,Paper,White,23*36,828,5.88708,79.0,2943.54,500.0,1 Day,1.0,,Yes,,,,
PP319,VEN004,RNG PAPER,Uncoated,Maplitho,IKWOODFREE,100.0,Paper,White,20*30,600,4.74,79.0,2370,500.0,1 Day,1.0,,Yes,,,,
PP320,VEN004,RNG PAPER,Uncoated,Maplitho,IKWOODFREE,100.0,Paper,White,23*36,828,6.5412,79.0,3270.6,500.0,1 Day,1.0,,Yes,,,,
PP321,VEN004,RNG PAPER,Uncoated,Maplitho,IKWOODFREE,100.0,Paper,White,25*36,900,7.11,79.0,3555,500.0,1 Day,1.0,,Yes,,,,
PP322,VEN004,RNG PAPER,Uncoated,Maplitho,IKWOODFREE,120.0,Paper,White,20*30,600,5.688,79.0,2844,500.0,1 Day,1.0,,Yes,,,,
PP323,VEN004,RNG PAPER,Uncoated,Maplitho,IKWOODFREE,120.0,Paper,White,23*36,828,7.84944,79.0,3924.72,500.0,1 Day,1.0,,Yes,,,,
PP324,VEN004,RNG PAPER,Uncoated,Maplitho,IKWOODFREE,120.0,Paper,White,25*36,900,8.532,79.0,4266,500.0,1 Day,1.0,,Yes,,,,
PP325,VEN004,RNG PAPER,Uncoated,Maplitho,IKWOODFREE,140.0,Paper,White,20*30,600,6.636,79.0,3318,500.0,1 Day,1.0,,Yes,,,,
PP326,VEN004,RNG PAPER,Uncoated,Maplitho,IKWOODFREE,140.0,Paper,White,23*36,828,9.15768,79.0,4578.84,500.0,1 Day,1.0,,Yes,,,,
PP327,VEN004,RNG PAPER,Uncoated,Maplitho,IKWOODFREE,140.0,Paper,White,25*36,900,9.954,79.0,4977,500.0,1 Day,1.0,,Yes,,,,
PP328,VEN004,RNG PAPER,Uncoated,N.S. MAPLITHO,SICAA,60.0,Paper,White,20*30,600,2.916,81.0,1458,500.0,1 Day,1.0,,Yes,,,,
PP329,VEN004,RNG PAPER,Uncoated,N.S. MAPLITHO,SICAA,60.0,Paper,White,23*36,828,4.02408,81.0,2012.04,500.0,1 Day,1.0,,Yes,,,,
PP330,VEN004,RNG PAPER,Uncoated,N.S. MAPLITHO,SICAA,60.0,Paper,White,25*36,900,4.374,81.0,2187,500.0,1 Day,1.0,,Yes,,,,
PP331,VEN004,RNG PAPER,Uncoated,N.S. MAPLITHO,SICAA,70.0,Paper,White,20*30,600,3.402,81.0,1701,500.0,1 Day,1.0,,Yes,,,,
PP332,VEN004,RNG PAPER,Uncoated,N.S. MAPLITHO,SICAA,70.0,Paper,White,23*36,828,4.69476,81.0,2347.38,500.0,1 Day,1.0,,Yes,,,,
PP333,VEN004,RNG PAPER,Uncoated,N.S. MAPLITHO,SICAA,70.0,Paper,White,25*36,900,5.103,81.0,2551.5,500.0,1 Day,1.0,,Yes,,,,
PP334,VEN004,RNG PAPER,Uncoated,N.S. MAPLITHO,SICAA,80.0,Paper,White,20*30,600,3.888,81.0,1944,500.0,1 Day,1.0,,Yes,,,,
PP335,VEN004,RNG PAPER,Uncoated,N.S. MAPLITHO,SICAA,80.0,Paper,White,23*36,828,5.36544,81.0,2682.72,500.0,1 Day,1.0,,Yes,,,,
PP336,VEN004,RNG PAPER,Uncoated,N.S. MAPLITHO,SICAA,80.0,Paper,White,25*36,900,5.832,81.0,2916,500.0,1 Day,1.0,,Yes,,,,
PP337,VEN004,RNG PAPER,Uncoated,N.S. MAPLITHO,SICAA,90.0,Paper,White,20*30,600,4.374,81.0,2187,500.0,1 Day,1.0,,Yes,,,,
PP338,VEN004,RNG PAPER,Uncoated,N.S. MAPLITHO,SICAA,90.0,Paper,White,23*36,828,6.03612,81.0,3018.06,500.0,1 Day,1.0,,Yes,,,,
PP339,VEN004,RNG PAPER,Uncoated,N.S. MAPLITHO,SICAA,90.0,Paper,White,25*36,900,6.561,81.0,3280.5,500.0,1 Day,1.0,,Yes,,,,
PP340,VEN004,RNG PAPER,Uncoated,N.S. MAPLITHO,SICAA,120.0,Paper,White,20*30,600,5.832,81.0,2916,500.0,1 Day,1.0,,Yes,,,,
PP341,VEN004,RNG PAPER,Uncoated,N.S. MAPLITHO,SICAA,120.0,Paper,White,23*36,828,8.04816,81.0,4024.08,500.0,1 Day,1.0,,Yes,,,,
PP342,VEN004,RNG PAPER,Uncoated,N.S. MAPLITHO,SICAA,120.0,Paper,White,25*36,900,8.748,81.0,4374,500.0,1 Day,1.0,,Yes,,,,
PP343,VEN004,RNG PAPER,SBS(CS1),PRE GUMMING SHEET,AVERY,,Paper,White,20*30,600,12.2,,6100,500.0,1 Day,1.0,100.0,Yes,,,,
PP344,VEN004,RNG PAPER,SBS(CS1),PRE GUMMING SHEET,AVERY,,Paper,White,18*23,414,8.89,,4445,500.0,1 Day,1.0,100.0,Yes,,,,
PP345,VEN004,RNG PAPER,SBS(CS1),PRE GUMMING SHEET,AVERY,,Paper,White,18*24,432,9.15,,4575,500.0,1 Day,1.0,100.0,Yes,,,,
PP346,VEN004,RNG PAPER,SBS(CS1),PRE GUMMING SHEET,AVERY,,Paper,White,18*25,450,9.57,,4785,500.0,1 Day,1.0,100.0,Yes,,,,
PP347,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART PAPER,HI KOTE,80.0,Paper,White,20*30,600,3.984,83.0,1992,500.0,1 Day,1.0,500.0,Yes,,,,
PP348,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART PAPER,HI KOTE,80.0,Paper,White,23*36,828,5.49792,83.0,2748.96,500.0,1 Day,1.0,500.0,Yes,,,,
PP349,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART PAPER,HI KOTE,80.0,Paper,White,25*36,900,5.976,83.0,2988,500.0,1 Day,1.0,500.0,Yes,,,,
PP350,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART PAPER,HI KOTE,90.0,Paper,White,20*30,600,4.374,81.0,2187,500.0,1 Day,1.0,500.0,Yes,,,,
PP351,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART PAPER,HI KOTE,90.0,Paper,White,23*36,828,6.03612,81.0,3018.06,500.0,1 Day,1.0,500.0,Yes,,,,
PP352,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART PAPER,HI KOTE,90.0,Paper,White,25*36,900,6.561,81.0,3280.5,500.0,1 Day,1.0,500.0,Yes,,,,
PP353,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART PAPER,HI KOTE,100.0,Paper,White,20*30,600,4.68,78.0,2340,500.0,1 Day,1.0,250.0,Yes,,,,
PP354,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART PAPER,HI KOTE,100.0,Paper,White,23*36,828,6.4584,78.0,3229.2,500.0,1 Day,1.0,250.0,Yes,,,,
PP355,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART PAPER,HI KOTE,100.0,Paper,White,22*32,704,5.4912,78.0,2745.6,500.0,1 Day,1.0,250.0,Yes,,,,
PP356,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART PAPER,HI KOTE,120.0,Paper,White,25*36,900,8.424,78.0,4212,500.0,1 Day,1.0,250.0,Yes,,,,
PP357,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART PAPER,HI KOTE,120.0,Paper,White,23*36,828,7.75008,78.0,3875.04,500.0,1 Day,1.0,250.0,Yes,,,,
PP358,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART PAPER,HI KOTE,120.0,Paper,White,20*30,600,5.616,78.0,2808,500.0,1 Day,1.0,250.0,Yes,,,,
PP359,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART PAPER,HI KOTE,130.0,Paper,White,20*30,600,6.084,78.0,3042,500.0,1 Day,1.0,250.0,Yes,,,,
PP360,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART PAPER,HI KOTE,130.0,Paper,White,23*36,828,8.39592,78.0,4197.96,500.0,1 Day,1.0,250.0,Yes,,,,
PP361,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART PAPER,HI KOTE,130.0,Paper,White,25*36,900,9.126,78.0,4563,500.0,1 Day,1.0,250.0,Yes,,,,
PP362,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART PAPER,HI KOTE,130.0,Paper,White,22*32,704,7.13856,78.0,3569.28,500.0,1 Day,1.0,250.0,Yes,,,,
PP363,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART PAPER,HI KOTE,157.0,Paper,White,20*30,600,7.3476,78.0,3673.8,500.0,1 Day,1.0,250.0,Yes,,,,
PP364,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART PAPER,HI KOTE,157.0,Paper,White,23*36,828,10.139688,78.0,5069.844,500.0,1 Day,1.0,250.0,Yes,,,,
PP365,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART PAPER,HI KOTE,157.0,Paper,White,25*36,900,11.0214,78.0,5510.7,500.0,1 Day,1.0,250.0,Yes,,,,
PP366,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART PAPER,HI KOTE,170.0,Paper,White,25*36,900,11.934,78.0,5967,500.0,1 Day,1.0,250.0,Yes,,,,
PP367,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART PAPER,HI KOTE,170.0,Paper,White,23*36,828,10.97928,78.0,5489.64,500.0,1 Day,1.0,250.0,Yes,,,,
PP368,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART PAPER,HI KOTE,170.0,Paper,White,20*30,600,7.956,78.0,3978,500.0,1 Day,1.0,250.0,Yes,,,,
PP369,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART BOARD,HI KOTE,200.0,Paper,White,20*30,600,9.24,77.0,4620,500.0,1 Day,1.0,,Yes,,,,
PP370,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART BOARD,HI KOTE,200.0,Paper,White,23*36,828,12.7512,77.0,6375.6,500.0,1 Day,1.0,,Yes,,,,
PP371,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART BOARD,HI KOTE,200.0,Paper,White,25*36,900,13.86,77.0,6930,500.0,1 Day,1.0,,Yes,,,,
PP372,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART BOARD,HI KOTE,210.0,Paper,White,20*30,600,9.702,77.0,4851,500.0,1 Day,1.0,,Yes,,,,
PP373,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART BOARD,HI KOTE,210.0,Paper,White,22*28,616,9.96072,77.0,4980.36,500.0,1 Day,1.0,,Yes,,,,
PP374,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART BOARD,HI KOTE,210.0,Paper,White,23*36,828,13.38876,77.0,6694.38,500.0,1 Day,1.0,,Yes,,,,
PP375,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART BOARD,HI KOTE,210.0,Paper,White,25*36,900,14.553,77.0,7276.5,500.0,1 Day,1.0,,Yes,,,,
PP376,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART BOARD,HI KOTE,250.0,Paper,White,25*36,900,17.325,77.0,8662.5,500.0,1 Day,1.0,,Yes,,,,
PP377,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART BOARD,HI KOTE,250.0,Paper,White,23*36,828,15.939,77.0,7969.5,500.0,1 Day,1.0,,Yes,,,,
PP378,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART BOARD,HI KOTE,250.0,Paper,White,20*30,600,11.55,77.0,5775,500.0,1 Day,1.0,,Yes,,,,
PP379,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART BOARD,HI KOTE,250.0,Paper,White,22*28,616,11.858,77.0,5929,500.0,1 Day,1.0,,Yes,,,,
PP380,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART BOARD,HI KOTE,300.0,Paper,White,25*36,900,20.79,77.0,10395,500.0,1 Day,1.0,,Yes,,,,
PP381,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART BOARD,HI KOTE,300.0,Paper,White,23*36,828,19.1268,77.0,9563.4,500.0,1 Day,1.0,,Yes,,,,
PP382,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART BOARD,HI KOTE,300.0,Paper,White,20*30,600,13.86,77.0,6930,500.0,1 Day,1.0,,Yes,,,,
PP383,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART BOARD,HI KOTE,250.0,Paper,White,25*36,900,17.325,77.0,8662.5,500.0,1 Day,1.0,,Yes,,,,
PP384,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART BOARD,HI KOTE,250.0,Paper,White,23*36,828,15.939,77.0,7969.5,500.0,1 Day,1.0,,Yes,,,,
PP385,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART BOARD,HI KOTE,250.0,Paper,White,22*28,616,11.858,77.0,5929,500.0,1 Day,1.0,,Yes,,,,
PP386,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART BOARD,HI KOTE,300.0,Paper,White,25*36,900,20.79,77.0,10395,500.0,1 Day,1.0,,Yes,,,,
PP387,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART BOARD,HI KOTE,300.0,Paper,White,23*36,828,19.1268,77.0,9563.4,500.0,1 Day,1.0,,Yes,,,,
PP388,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART BOARD,HI KOTE,300.0,Paper,White,22*28,616,14.2296,77.0,7114.8,500.0,1 Day,1.0,,Yes,,,,
PP389,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART BOARD,HI KOTE,350.0,Paper,White,25*36,900,24.255,77.0,12127.5,500.0,1 Day,1.0,,Yes,,,,
PP390,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART BOARD,HI KOTE,350.0,Paper,White,23*36,828,22.3146,77.0,11157.3,500.0,1 Day,1.0,,Yes,,,,
PP391,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART BOARD,HI KOTE,350.0,Paper,White,22*28,616,16.6012,77.0,8300.6,500.0,1 Day,1.0,,Yes,,,,
PP392,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART BOARD,HI KOTE,300.0,Paper,White,22*28,616,14.2296,77.0,7114.8,500.0,1 Day,1.0,,Yes,,,,
PP393,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART BOARD,HI KOTE,300.0,Paper,White,23*36,828,19.1268,77.0,9563.4,500.0,1 Day,1.0,,Yes,,,,
PP394,VEN005,PARAMOUNT PAPER,Coated Paper (C2S),ART BOARD,HI KOTE,300.0,Paper,White,25*36,900,20.79,77.0,10395,500.0,1 Day,1.0,,Yes,,,,
