Price_Record_ID,Vendor_ID,Vendor_Name,Paper_Type,Paper_Grade,Brand,GSM,Finish,Color,Sheet_Size_Name (in),SQ. METER,Price_Per_Sheet,Price_Per_Kg,Price_Per_Ream,Sheets_Per_Ream,Stock_Status,MOQ (Sheets),PKT.,Active,,,,
PP121,VEN002,SONAFINE CORPORATION LTD,Special Paper,XTELLA BRILLIANT WHITE,CARDINAL,128.0,Special,White,25*36,900,14.5,2062.222222,7250,500.0,1 Day,1.0,250.0,Yes,,,,
PP122,VEN002,SONAFINE CORPORATION LTD,Special Paper,XTELLA BRILLIANT WHITE,CARDINAL,128.0,Special,White,28.3*40.1,1134.83,18.25,2058.458095,9125,500.0,1 Day,1.0,250.0,Yes,,,,
PP123,VEN002,SONAFINE CORPORATION LTD,Special Paper,XTELLA BRILLIANT WHITE,CARDINAL,157.0,Special,White,25*36,900,17.75,3096.388889,8875,500.0,1 Day,1.0,250.0,Yes,,,,
PP124,VEN002,SONAFINE CORPORATION LTD,Special Paper,XTELLA BRILLIANT WHITE,CARDINAL,157.0,Special,White,28.3*40.1,1134.83,22.5,3112.801036,11250,500.0,1 Day,1.0,250.0,Yes,,,,
PP125,VEN002,SONAFINE CORPORATION LTD,Special Paper,XTELLA BRILLIANT WHITE,CARDINAL,186.0,Special,White,25*36,900,21.0,4340,10500,500.0,1 Day,1.0,250.0,Yes,,,,
PP126,VEN002,SONAFINE CORPORATION LTD,Special Paper,XTELLA BRILLIANT WHITE,CARDINAL,186.0,Special,White,28.3*40.1,1134.83,26.5,4343.381828,13250,500.0,1 Day,1.0,250.0,Yes,,,,
PP127,VEN002,SONAFINE CORPORATION LTD,Special Paper,XTELLA BRILLIANT WHITE,CARDINAL,256.0,Special,White,25*36,900,28.75,8177.777778,14375,500.0,1 Day,1.0,250.0,Yes,,,,
PP128,VEN002,SONAFINE CORPORATION LTD,Special Paper,XTELLA BRILLIANT WHITE,CARDINAL,256.0,Special,White,28.3*40.1,1134.83,36.25,8177.436268,18125,500.0,1 Day,1.0,250.0,Yes,,,,
PP129,VEN002,SONAFINE CORPORATION LTD,Special Paper,XTELLA BRILLIANT WHITE,CARDINAL,300.0,Special,White,25*36,900,33.75,11250,16875,500.0,1 Day,1.0,250.0,Yes,,,,
PP130,VEN002,SONAFINE CORPORATION LTD,Special Paper,XTELLA BRILLIANT WHITE,CARDINAL,300.0,Special,White,28.3*40.1,1134.83,42.5,11235.16298,21250,500.0,1 Day,1.0,250.0,Yes,,,,
PP131,VEN002,SONAFINE CORPORATION LTD,Special Paper,MYLEATHERLIKE CLASSIC BLACK,CARDINAL,120.0,Special,White,28.3*40.1,1134.83,142.0,15015.46487,71000,500.0,1 Day,1.0,250.0,Yes,,,,
PP132,VEN002,SONAFINE CORPORATION LTD,Special Paper,MYLEATHERLIKE CLASSIC BLACK,CARDINAL,230.0,Special,White,28.3*40.1,1134.83,243.5,49351.00412,121750,500.0,1 Day,1.0,125.0,Yes,,,,
PP133,VEN002,SONAFINE CORPORATION LTD,Special Paper,MYLEATHERLIKE CLASSIC BLACK,CARDINAL,360.0,Special,White,28.3*40.1,1134.83,380.0,120546.6898,190000,500.0,1 Day,1.0,125.0,Yes,,,,
PP134,VEN002,SONAFINE CORPORATION LTD,Special Paper,BEIRUT BLACK,CARDINAL,90.0,Special,Black,25*35.8,895,15.0,1508.379888,45000,500.0,1 Day,1.0,250.0,Yes,,,,
PP135,VEN002,SONAFINE CORPORATION LTD,Special Paper,BEIRUT BLACK,CARDINAL,90.0,Special,Black,31*43,1333,22.5,1519.129782,11250,500.0,1 Day,1.0,250.0,Yes,,,,
PP136,VEN002,SONAFINE CORPORATION LTD,Special Paper,BEIRUT BLACK,CARDINAL,120.0,Special,Black,25*35.8,895,19.5,2614.52514,9750,500.0,1 Day,1.0,250.0,Yes,,,,
PP137,VEN002,SONAFINE CORPORATION LTD,Special Paper,BEIRUT BLACK,CARDINAL,180.0,Special,Black,25*35.8,895,28.75,5782.122905,14375,500.0,1 Day,1.0,125.0,Yes,,,,
PP138,VEN002,SONAFINE CORPORATION LTD,Special Paper,BEIRUT BLACK,CARDINAL,250.0,Special,Black,25*35.8,895,40.5,11312.84916,20250,500.0,1 Day,1.0,125.0,Yes,,,,
PP139,VEN002,SONAFINE CORPORATION LTD,Special Paper,BEIRUT BLACK,CARDINAL,300.0,Special,Black,25*35.8,895,48.5,16256.98324,24250,500.0,1 Day,1.0,125.0,Yes,,,,
PP140,VEN002,SONAFINE CORPORATION LTD,Special Paper,MY NOTTURNO BLACK,CARDINAL,250.0,Special,Black,27.6*39.4,1087.44,88.0,20231.00125,44000,500.0,1 Day,1.0,125.0,Yes,,,,
PP141,VEN002,SONAFINE CORPORATION LTD,Special Paper,MY NOTTURNO BLACK,CARDINAL,300.0,Special,Black,27.6*39.4,1087.44,104.0,28691.23814,52000,500.0,1 Day,1.0,125.0,Yes,,,,
PP142,VEN002,SONAFINE CORPORATION LTD,Special Paper,MY NOTTURNO BLACK,CARDINAL,390.0,Special,Black,27.6*39.4,1087.44,138.0,49492.38579,69000,500.0,1 Day,1.0,125.0,Yes,,,,
PP143,VEN002,SONAFINE CORPORATION LTD,Special Paper,MY NOTTURNO BLACK,CARDINAL,450.0,Special,Black,27.6*39.4,1087.44,157.0,64969.10174,78500,500.0,1 Day,1.0,125.0,Yes,,,,
PP144,VEN002,SONAFINE CORPORATION LTD,Special Paper,MY NOTTURNO BLACK,CARDINAL,700.0,Special,Black,27.6*39.4,1087.44,327.0,210494.3721,163500,500.0,1 Day,1.0,125.0,Yes,,,,
PP145,VEN002,SONAFINE CORPORATION LTD,Special Paper,PLIKE BLACK,CARDINAL,140.0,Special,Black,28.3*40.1,1134.83,95.0,11719.81707,47500,500.0,1 Day,1.0,125.0,Yes,,,,
PP146,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART PAPER,HI KOTE,80.0,Paper,White,20*30,600,4.032,84.0,2016,500.0,1 Day,1.0,500.0,Yes,,,,
PP147,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART PAPER,HI KOTE,80.0,Paper,White,23*36,828,5.56416,84.0,2782.08,500.0,1 Day,1.0,500.0,Yes,,,,
PP148,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART PAPER,HI KOTE,80.0,Paper,White,25*36,900,6.048,84.0,3024,500.0,1 Day,1.0,500.0,Yes,,,,
PP149,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART PAPER,HI KOTE,90.0,Paper,White,20*30,600,4.428,82.0,2214,500.0,1 Day,1.0,500.0,Yes,,,,
PP150,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART PAPER,HI KOTE,90.0,Paper,White,23*36,828,6.11064,82.0,1527.66,250.0,1 Day,1.0,500.0,Yes,,,,
PP151,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART PAPER,HI KOTE,90.0,Paper,White,25*36,900,6.642,82.0,3321,500.0,1 Day,1.0,250.0,Yes,,,,
PP152,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART PAPER,NAINI,90.0,Paper,White,25*36,900,6.48,80.0,3240,500.0,1 Day,1.0,500.0,Yes,,,,
PP153,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART PAPER,HI KOTE,100.0,Paper,White,20*30,600,4.92,82.0,2460,500.0,1 Day,1.0,250.0,Yes,,,,
PP154,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART PAPER,HI KOTE,100.0,Paper,White,23*36,828,6.7896,82.0,3394.8,500.0,1 Day,1.0,250.0,Yes,,,,
PP155,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART PAPER,HI KOTE,100.0,Paper,White,22*32,704,5.7728,82.0,2886.4,500.0,1 Day,1.0,250.0,Yes,,,,
PP156,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART PAPER,HI KOTE,120.0,Paper,White,25*36,900,8.856,82.0,4428,500.0,1 Day,1.0,250.0,Yes,,,,
PP157,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART PAPER,HI KOTE,120.0,Paper,White,23*36,828,8.14752,82.0,4073.76,500.0,1 Day,1.0,250.0,Yes,,,,
PP158,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART PAPER,HI KOTE,120.0,Paper,White,20*30,600,5.904,82.0,2952,500.0,1 Day,1.0,250.0,Yes,,,,
PP159,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART PAPER,HI KOTE,130.0,Paper,White,20*30,600,6.396,82.0,3198,500.0,1 Day,1.0,250.0,Yes,,,,
PP160,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART PAPER,HI KOTE,130.0,Paper,White,23*36,828,8.82648,82.0,4413.24,500.0,1 Day,1.0,250.0,Yes,,,,
PP161,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART PAPER,HI KOTE,130.0,Paper,White,25*36,900,9.594,82.0,4797,500.0,1 Day,1.0,250.0,Yes,,,,
PP162,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART PAPER,HI KOTE,130.0,Paper,White,22*32,704,7.50464,82.0,3752.32,500.0,1 Day,1.0,250.0,Yes,,,,
PP163,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART PAPER(MATT),HI KOTE,130.0,Paper,White,25*36,900,9.594,82.0,4797,500.0,1 Day,1.0,250.0,Yes,,,,
PP164,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART PAPER(MATT),HI KOTE,130.0,Paper,White,23*36,828,8.82648,82.0,4413.24,500.0,1 Day,1.0,250.0,Yes,,,,
PP165,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART PAPER,HI KOTE,157.0,Paper,White,20*30,600,7.7244,82.0,3862.2,500.0,1 Day,1.0,250.0,Yes,,,,
PP166,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART PAPER,HI KOTE,157.0,Paper,White,23*36,828,10.659672,82.0,5329.836,500.0,1 Day,1.0,250.0,Yes,,,,
PP167,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART PAPER,HI KOTE,157.0,Paper,White,25*36,900,11.5866,82.0,5793.3,500.0,1 Day,1.0,250.0,Yes,,,,
PP168,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART PAPER,HI KOTE,170.0,Paper,White,25*36,900,12.087,79.0,6043.5,500.0,1 Day,1.0,250.0,Yes,,,,
PP169,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART PAPER,HI KOTE,170.0,Paper,White,23*36,828,11.12004,79.0,5560.02,500.0,1 Day,1.0,250.0,Yes,,,,
PP170,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART PAPER,HI KOTE,170.0,Paper,White,20*30,600,8.058,79.0,4029,500.0,1 Day,1.0,250.0,Yes,,,,
PP171,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART PAPER(MATT),HI KOTE,170.0,Paper,White,20*30,600,8.058,79.0,4029,500.0,1 Day,1.0,250.0,Yes,,,,
PP172,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART PAPER(MATT),HI KOTE,170.0,Paper,White,25*36,900,12.087,79.0,6043.5,500.0,1 Day,1.0,250.0,Yes,,,,
PP173,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART BOARD,HI KOTE,200.0,Paper,White,20*30,600,9.48,79.0,4740,500.0,1 Day,1.0,,Yes,,,,
PP174,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART BOARD,HI KOTE,200.0,Paper,White,23*36,828,13.0824,79.0,6541.2,500.0,1 Day,1.0,,Yes,,,,
PP175,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART BOARD,HI KOTE,200.0,Paper,White,25*36,900,14.22,79.0,7110,500.0,1 Day,1.0,,Yes,,,,
PP176,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART BOARD(MATT),HI KOTE,210.0,Paper,White,22*28,616,10.21944,79.0,5109.72,500.0,1 Day,1.0,,Yes,,,,
PP177,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART BOARD(MATT),HI KOTE,210.0,Paper,White,25*36,900,14.931,79.0,7465.5,500.0,1 Day,1.0,,Yes,,,,
PP178,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART BOARD,HI KOTE,210.0,Paper,White,20*30,600,9.954,79.0,4977,500.0,1 Day,1.0,250.0,Yes,,,,
PP179,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART BOARD,HI KOTE,210.0,Paper,White,22*28,616,10.21944,79.0,5109.72,500.0,1 Day,1.0,250.0,Yes,,,,
PP180,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART BOARD,HI KOTE,210.0,Paper,White,23*36,828,13.73652,79.0,6868.26,500.0,1 Day,1.0,250.0,Yes,,,,
PP181,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART BOARD,HI KOTE,210.0,Paper,White,25*36,900,14.931,79.0,7465.5,500.0,1 Day,1.0,250.0,Yes,,,,
PP182,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART BOARD,HI KOTE,250.0,Paper,White,25*36,900,17.775,79.0,8887.5,500.0,1 Day,1.0,125.0,Yes,,,,
PP183,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART BOARD,HI KOTE,250.0,Paper,White,23*36,828,16.353,79.0,8176.5,500.0,1 Day,1.0,125.0,Yes,,,,
PP184,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART BOARD,HI KOTE,250.0,Paper,White,20*30,600,11.85,79.0,5925,500.0,1 Day,1.0,125.0,Yes,,,,
PP185,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART BOARD,HI KOTE,250.0,Paper,White,22*28,616,12.166,79.0,6083,500.0,1 Day,1.0,125.0,Yes,,,,
PP186,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART BOARD,HI KOTE,300.0,Paper,White,25*36,900,21.33,79.0,10665,500.0,1 Day,1.0,125.0,Yes,,,,
PP187,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART BOARD,HI KOTE,300.0,Paper,White,23*36,828,19.6236,79.0,9811.8,500.0,1 Day,1.0,125.0,Yes,,,,
PP188,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART BOARD,HI KOTE,300.0,Paper,White,20*30,600,14.22,79.0,7110,500.0,1 Day,1.0,125.0,Yes,,,,
PP189,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART BOARD,LUXE,250.0,Paper,White,25*36,900,18.675,83.0,9337.5,500.0,1 Day,1.0,125.0,Yes,,,,
PP190,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART BOARD,LUXE,250.0,Paper,White,23*36,828,17.181,83.0,8590.5,500.0,1 Day,1.0,125.0,Yes,,,,
PP191,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART BOARD,LUXE,250.0,Paper,White,22*28,616,12.782,83.0,6391,500.0,1 Day,1.0,125.0,Yes,,,,
PP192,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART BOARD,LUXE,300.0,Paper,White,25*36,900,22.41,83.0,11205,500.0,1 Day,1.0,125.0,Yes,,,,
PP193,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART BOARD,LUXE,300.0,Paper,White,23*36,828,20.6172,83.0,10308.6,500.0,1 Day,1.0,125.0,Yes,,,,
PP194,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART BOARD,LUXE,300.0,Paper,White,22*28,616,15.3384,83.0,7669.2,500.0,1 Day,1.0,125.0,Yes,,,,
PP195,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART BOARD,LUXE,350.0,Paper,White,25*36,900,26.145,83.0,13072.5,500.0,1 Day,1.0,100.0,Yes,,,,
PP196,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART BOARD,LUXE,350.0,Paper,White,23*36,828,24.0534,83.0,12026.7,500.0,1 Day,1.0,100.0,Yes,,,,
PP197,VEN003,Krishna Vanijya Pvt. Ltd.,Coated Paper (C2S),ART BOARD,LUXE,350.0,Paper,White,22*28,616,17.8948,83.0,8947.4,500.0,1 Day,1.0,100.0,Yes,,,,
PP198,VEN003,Krishna Vanijya Pvt. Ltd.,FBB —(CS1),CYBER XL,ITC,250.0,Paper,White,22*28,616,11.858,77.0,5929,500.0,1 Day,1.0,100.0,Yes,,,,
PP199,VEN003,Krishna Vanijya Pvt. Ltd.,FBB —(CS1),CYBER XL,ITC,250.0,Paper,White,23*36,828,15.939,77.0,7969.5,500.0,1 Day,1.0,100.0,Yes,,,,
PP200,VEN003,Krishna Vanijya Pvt. Ltd.,FBB —(CS1),CYBER XL,ITC,250.0,Paper,White,25*38,950,18.2875,77.0,9143.75,500.0,1 Day,1.0,100.0,Yes,,,,
PP201,VEN003,Krishna Vanijya Pvt. Ltd.,FBB —(CS1),CYBER XL,ITC,250.0,Paper,White,31.5*41.5,1307.25,25.1645625,77.0,12582.28125,500.0,1 Day,1.0,100.0,Yes,,,,
PP202,VEN003,Krishna Vanijya Pvt. Ltd.,FBB —(CS1),CYBER XL,ITC,280.0,Paper,White,22*28,616,13.28096,77.0,6640.48,500.0,1 Day,1.0,100.0,Yes,,,,
PP203,VEN003,Krishna Vanijya Pvt. Ltd.,FBB —(CS1),CYBER XL,ITC,280.0,Paper,White,23*36,828,17.85168,77.0,8925.84,500.0,1 Day,1.0,100.0,Yes,,,,
PP204,VEN003,Krishna Vanijya Pvt. Ltd.,FBB —(CS1),CYBER XL,ITC,280.0,Paper,White,25*38,950,20.482,77.0,10241,500.0,1 Day,1.0,100.0,Yes,,,,
PP205,VEN003,Krishna Vanijya Pvt. Ltd.,FBB —(CS1),CYBER XL,ITC,280.0,Paper,White,31.5*41.5,1307.25,28.18431,77.0,14092.155,500.0,1 Day,1.0,100.0,Yes,,,,
PP206,VEN003,Krishna Vanijya Pvt. Ltd.,FBB —(CS1),CYBER XL,ITC,300.0,Paper,White,22*28,616,14.2296,77.0,7114.8,500.0,1 Day,1.0,100.0,Yes,,,,
PP207,VEN003,Krishna Vanijya Pvt. Ltd.,FBB —(CS1),CYBER XL,ITC,300.0,Paper,White,23*36,828,19.1268,77.0,9563.4,500.0,1 Day,1.0,100.0,Yes,,,,
PP208,VEN003,Krishna Vanijya Pvt. Ltd.,FBB —(CS1),CYBER XL,ITC,300.0,Paper,White,25*38,950,21.945,77.0,10972.5,500.0,1 Day,1.0,100.0,Yes,,,,
PP209,VEN003,Krishna Vanijya Pvt. Ltd.,FBB —(CS1),CYBER XL,ITC,300.0,Paper,White,31.5*41.5,1307.25,30.197475,77.0,15098.7375,500.0,1 Day,1.0,100.0,Yes,,,,
PP210,VEN003,Krishna Vanijya Pvt. Ltd.,Uncoated,Maplitho,IKWOODFREE,70.0,Paper,White,20*30,600,3.192,76.0,1596,500.0,1 Day,1.0,500.0,Yes,,,,
PP211,VEN003,Krishna Vanijya Pvt. Ltd.,Uncoated,Maplitho,IKWOODFREE,70.0,Paper,White,25*36,900,4.788,76.0,0.0,500.0,1 Day,1.0,500.0,Yes,,,,
PP212,VEN003,Krishna Vanijya Pvt. Ltd.,Uncoated,Maplitho,IKWOODFREE,70.0,Paper,White,23*36,828,4.40496,76.0,0.0,500.0,1 Day,1.0,500.0,Yes,,,,
PP213,VEN003,Krishna Vanijya Pvt. Ltd.,Uncoated,Maplitho,IKWOODFREE,80.0,Paper,White,20*30,600,3.744,78.0,1872,500.0,1 Day,1.0,500.0,Yes,,,,
PP214,VEN003,Krishna Vanijya Pvt. Ltd.,Uncoated,Maplitho,IKWOODFREE,80.0,Paper,White,25*36,900,5.616,78.0,2808,500.0,1 Day,1.0,500.0,Yes,,,,
PP215,VEN003,Krishna Vanijya Pvt. Ltd.,Uncoated,Maplitho,IKWOODFREE,80.0,Paper,White,23*36,828,5.16672,78.0,2583.36,500.0,1 Day,1.0,500.0,Yes,,,,
PP216,VEN003,Krishna Vanijya Pvt. Ltd.,Uncoated,Maplitho,IKWOODFREE,90.0,Paper,White,20*30,600,4.212,78.0,2106,500.0,1 Day,1.0,500.0,Yes,,,,
PP217,VEN003,Krishna Vanijya Pvt. Ltd.,Uncoated,Maplitho,IKWOODFREE,90.0,Paper,White,25*36,900,6.318,78.0,3159,500.0,1 Day,1.0,500.0,Yes,,,,
PP218,VEN003,Krishna Vanijya Pvt. Ltd.,Uncoated,Maplitho,IKWOODFREE,90.0,Paper,White,23*36,828,5.81256,78.0,2906.28,500.0,1 Day,1.0,500.0,Yes,,,,
PP219,VEN003,Krishna Vanijya Pvt. Ltd.,Uncoated,Maplitho,IKWOODFREE,100.0,Paper,White,20*30,600,4.68,78.0,2340,500.0,1 Day,1.0,500.0,Yes,,,,
PP220,VEN003,Krishna Vanijya Pvt. Ltd.,Uncoated,Maplitho,IKWOODFREE,120.0,Paper,White,20*30,600,5.616,78.0,2808,500.0,1 Day,1.0,250.0,Yes,,,,
PP221,VEN003,Krishna Vanijya Pvt. Ltd.,Uncoated,Maplitho,IKWOODFREE,120.0,Paper,White,23*36,828,7.75008,78.0,3875.04,500.0,1 Day,1.0,250.0,Yes,,,,
PP222,VEN003,Krishna Vanijya Pvt. Ltd.,Uncoated,Maplitho,IKWOODFREE,120.0,Paper,White,25*36,900,8.424,78.0,4212,500.0,1 Day,1.0,500.0,Yes,,,,
PP223,VEN003,Krishna Vanijya Pvt. Ltd.,Uncoated(Natural),N.S. MAPLITHO,ITC,60.0,Paper,Yellow,20*30,600,2.7,75.0,1350,500.0,1 Day,1.0,500.0,Yes,,,,
PP224,VEN003,Krishna Vanijya Pvt. Ltd.,Uncoated(Natural),N.S. MAPLITHO,ITC,60.0,Paper,Yellow,23*36,828,3.726,75.0,1863,500.0,1 Day,1.0,500.0,Yes,,,,
PP225,VEN003,Krishna Vanijya Pvt. Ltd.,Uncoated(Natural),N.S. MAPLITHO,ITC,60.0,Paper,Yellow,25*36,900,4.05,75.0,2025,500.0,1 Day,1.0,500.0,Yes,,,,
PP226,VEN003,Krishna Vanijya Pvt. Ltd.,Uncoated(Natural),N.S. MAPLITHO,ITC,70.0,Paper,Yellow,20*30,600,3.15,75.0,1575,500.0,1 Day,1.0,500.0,Yes,,,,
PP227,VEN003,Krishna Vanijya Pvt. Ltd.,Uncoated(Natural),N.S. MAPLITHO,ITC,70.0,Paper,Yellow,23*36,828,4.347,75.0,2173.5,500.0,1 Day,1.0,500.0,Yes,,,,
PP228,VEN003,Krishna Vanijya Pvt. Ltd.,Uncoated(Natural),N.S. MAPLITHO,ITC,70.0,Paper,Yellow,25*36,900,4.725,75.0,2362.5,500.0,1 Day,1.0,500.0,Yes,,,,
PP229,VEN003,Krishna Vanijya Pvt. Ltd.,Uncoated(Natural),N.S. MAPLITHO,ITC,80.0,Paper,Yellow,20*30,600,3.6,75.0,1800,500.0,1 Day,1.0,500.0,Yes,,,,
PP230,VEN003,Krishna Vanijya Pvt. Ltd.,Uncoated(Natural),N.S. MAPLITHO,ITC,80.0,Paper,Yellow,23*36,828,4.968,75.0,2484,500.0,1 Day,1.0,500.0,Yes,,,,
PP231,VEN003,Krishna Vanijya Pvt. Ltd.,Uncoated(Natural),N.S. MAPLITHO,ITC,80.0,Paper,Yellow,25*36,900,5.4,75.0,2700,500.0,1 Day,1.0,500.0,Yes,,,,
PP232,VEN003,Krishna Vanijya Pvt. Ltd.,Uncoated(Natural),N.S. MAPLITHO,ITC,90.0,Paper,Yellow,20*30,600,4.05,75.0,2025,500.0,1 Day,1.0,500.0,Yes,,,,
PP233,VEN003,Krishna Vanijya Pvt. Ltd.,Uncoated(Natural),N.S. MAPLITHO,ITC,90.0,Paper,Yellow,23*36,828,5.589,75.0,2794.5,500.0,1 Day,1.0,500.0,Yes,,,,
PP234,VEN003,Krishna Vanijya Pvt. Ltd.,Uncoated(Natural),N.S. MAPLITHO,ITC,90.0,Paper,Yellow,25*36,900,6.075,75.0,3037.5,500.0,1 Day,1.0,500.0,Yes,,,,
PP235,VEN003,Krishna Vanijya Pvt. Ltd.,Uncoated(Natural),N.S. MAPLITHO,ITC,120.0,Paper,Yellow,20*30,600,5.4,75.0,2700,500.0,1 Day,1.0,500.0,Yes,,,,
PP236,VEN003,Krishna Vanijya Pvt. Ltd.,Uncoated(Natural),N.S. MAPLITHO,ITC,120.0,Paper,Yellow,23*36,828,7.452,75.0,3726,500.0,1 Day,1.0,500.0,Yes,,,,
PP237,VEN003,Krishna Vanijya Pvt. Ltd.,Uncoated(Natural),N.S. MAPLITHO,ITC,120.0,Paper,Yellow,25*36,900,8.1,75.0,4050,500.0,1 Day,1.0,500.0,Yes,,,,
PP238,VEN003,Krishna Vanijya Pvt. Ltd.,SBS(CS1),CARTE LUMINA,ITC,280.0,Paper,White,22*28,616,13.45344,78.0,6726.72,500.0,1 Day,1.0,100.0,Yes,,,,
PP239,VEN003,Krishna Vanijya Pvt. Ltd.,SBS(CS1),CARTE LUMINA,ITC,280.0,Paper,White,23*36,828,18.08352,78.0,9041.76,500.0,1 Day,1.0,100.0,Yes,,,,
PP240,VEN003,Krishna Vanijya Pvt. Ltd.,SBS(CS1),CARTE LUMINA,ITC,280.0,Paper,white,25*38,950,20.748,78.0,10374,500.0,1 Day,1.0,100.0,Yes,,,,
PP241,VEN003,Krishna Vanijya Pvt. Ltd.,SBS(CS1),CARTE LUMINA,ITC,280.0,Paper,White,31.5*41.5,1307.25,28.55034,78.0,14275.17,500.0,1 Day,1.0,100.0,Yes,,,,
PP242,VEN003,Krishna Vanijya Pvt. Ltd.,SBS(CS1),CARTE LUMINA,ITC,300.0,Paper,White,22*28,616,14.4144,78.0,7207.2,500.0,1 Day,1.0,100.0,Yes,,,,
PP243,VEN003,Krishna Vanijya Pvt. Ltd.,SBS(CS1),CARTE LUMINA,ITC,300.0,Paper,White,23*36,828,19.3752,78.0,9687.6,500.0,1 Day,1.0,100.0,Yes,,,,
PP244,VEN003,Krishna Vanijya Pvt. Ltd.,SBS(CS1),CARTE LUMINA,ITC,300.0,Paper,White,25*38,950,22.23,78.0,11115,500.0,1 Day,1.0,100.0,Yes,,,,
PP245,VEN003,Krishna Vanijya Pvt. Ltd.,SBS(CS1),CARTE LUMINA,ITC,300.0,Paper,White,31.5*41.5,1307.25,30.58965,78.0,15294.825,500.0,1 Day,1.0,100.0,Yes,,,,
PP246,VEN003,Krishna Vanijya Pvt. Ltd.,SBS(CS1),CARTE LUMINA,ITC,350.0,Paper,White,23*36,828,22.6044,78.0,11302.2,500.0,1 Day,1.0,100.0,Yes,,,,
PP247,VEN003,Krishna Vanijya Pvt. Ltd.,SBS(CS1),CARTE LUMINA,ITC,350.0,Paper,White,31.5*41.5,1307.25,35.687925,78.0,17843.9625,500.0,1 Day,1.0,100.0,Yes,,,,
PP248,VEN003,Krishna Vanijya Pvt. Ltd.,SBS(CS1),PRE GUMMING SHEET,STIKR,,Paper,White,15*20,300,4.9,,2450,500.0,1 Day,1.0,100.0,Yes,,,,
